t,x1,y1,z1,x2,y2,z2,dx,dy,dz,cal_x,cal_y,cal_z
1759751886.8332398,-147.85,-1866.71,2354.42,-37.26,62.5,39.69,-110.59,-1804.21,2394.11,-5163.328000000001,50.165499999999156,2216.9055
1759751887.0104911,-146.64,-1865.5,2351.76,-37.26,61.3,37.99,-109.38,-1804.2,2389.75,-5162.118000000001,50.17549999999915,2212.5454999999997
1759751887.012994,-143.04,-1865.5,2350.55,-37.26,62.5,37.75,-105.78,-1803.0,2388.3,-5158.518000000001,51.37549999999919,2211.0955
1759751887.0712934,-141.84,-1863.1,2349.82,-38.46,62.5,37.51,-103.38,-1800.6,2387.3300000000004,-5156.118000000001,53.77549999999928,2210.1255
1759751887.1915698,-140.63,-1864.3,2353.45,-36.06,62.5,37.51,-104.57,-1801.8,2390.96,-5157.308000000001,52.57549999999924,2213.7554999999998
1759751887.2511902,-137.03,-1861.9,2352.97,-38.46,62.5,37.51,-98.57,-1799.4,2390.48,-5151.308000000001,54.9754999999991,2213.2754999999997
1759751887.3118067,-134.62,-1860.7,2356.35,-37.26,62.5,37.99,-97.36000000000001,-1798.2,2394.3399999999997,-5150.098000000001,56.17549999999915,2217.1354999999994
1759751887.3709605,-132.22,-1860.7,2357.32,-36.06,61.3,37.75,-96.16,-1799.4,2395.07,-5148.898000000001,54.9754999999991,2217.8655
1759751887.490348,-131.02,-1858.29,2352.72,-37.26,61.3,36.78,-93.76000000000002,-1796.99,2389.5,-5146.498000000001,57.38549999999918,2212.2954999999997
1759751887.5510666,-129.82,-1858.29,2353.21,-37.26,62.5,37.75,-92.56,-1795.79,2390.96,-5145.298000000002,58.58549999999923,2213.7554999999998
1759751887.6114867,-126.21,-1857.09,2353.69,-36.06,62.5,37.27,-90.14999999999999,-1794.59,2390.96,-5142.888000000001,59.785499999999274,2213.7554999999998
1759751887.791011,-126.21,-1857.09,2350.79,-37.26,62.5,37.75,-88.94999999999999,-1794.59,2388.54,-5141.688000000001,59.785499999999274,2211.3354999999997
1759751887.7930164,-123.81,-1854.69,2350.55,-37.26,62.5,37.03,-86.55000000000001,-1792.19,2387.5800000000004,-5139.288000000001,62.18549999999914,2210.3755
1759751887.8516896,-122.6,-1853.48,2351.76,-37.26,61.3,37.51,-85.34,-1792.18,2389.2700000000004,-5138.078000000001,62.19549999999913,2212.0655
1759751887.911208,-119.0,-1853.48,2355.87,-37.26,62.5,37.75,-81.74000000000001,-1790.98,2393.62,-5134.478000000001,63.395499999999174,2216.4154999999996
1759751888.031137,-117.8,-1852.28,2349.58,-37.26,62.5,36.54,-80.53999999999999,-1789.78,2386.12,-5133.278000000001,64.59549999999922,2208.9154999999996
1759751888.0920124,-115.39,-1851.08,2351.51,-37.26,63.71,37.27,-78.13,-1787.37,2388.78,-5130.868000000001,67.0054999999993,2211.5755
1759751888.1504815,-114.19,-1849.88,2348.13,-37.26,62.5,35.57,-76.93,-1787.38,2383.7000000000003,-5129.6680000000015,66.99549999999908,2206.4955
1759751888.2714112,-112.99,-1851.08,2348.61,-37.26,62.5,35.82,-75.72999999999999,-1788.58,2384.4300000000003,-5128.468000000001,65.79549999999927,2207.2255
1759751888.331579,-111.79,-1847.47,2349.58,-38.46,62.5,35.57,-73.33000000000001,-1784.97,2385.15,-5126.068000000001,69.40549999999917,2207.9455
1759751888.3914816,-110.58,-1846.27,2348.85,-37.26,63.71,37.75,-73.32,-1782.56,2386.6,-5126.058000000001,71.81549999999925,2209.3954999999996
1759751888.4518666,-108.18,-1847.47,2353.69,-37.26,62.5,37.03,-70.92000000000002,-1784.97,2390.7200000000003,-5123.658000000001,69.40549999999917,2213.5155
1759751888.5713427,-106.98,-1845.07,2352.48,-37.26,62.5,36.78,-69.72,-1782.57,2389.26,-5122.458000000001,71.80549999999926,2212.0555
1759751888.6313424,-104.57,-1846.27,2350.79,-37.26,62.5,37.99,-67.31,-1783.77,2388.7799999999997,-5120.048000000002,70.60549999999921,2211.5754999999995
1759751888.6915011,-103.37,-1843.87,2348.61,-37.26,63.71,38.48,-66.11000000000001,-1780.1599999999999,2387.09,-5118.848000000001,74.21549999999934,2209.8855
1759751888.8709755,-99.77,-1842.67,2349.34,-37.26,61.3,38.96,-62.51,-1781.3700000000001,2388.3,-5115.248000000001,73.00549999999907,2211.0955
1759751888.9300694,-99.77,-1841.46,2352.0,-36.06,62.5,38.24,-63.709999999999994,-1778.96,2390.24,-5116.448000000001,75.41549999999916,2213.0354999999995
1759751888.9917624,-98.56,-1841.46,2353.45,-36.06,61.3,36.78,-62.5,-1780.16,2390.23,-5115.238000000001,74.21549999999911,2213.0254999999997
1759751889.1114118,-96.16,-1840.26,2353.21,-38.46,62.5,37.03,-57.699999999999996,-1777.76,2390.2400000000002,-5110.438000000001,76.6154999999992,2213.0355
1759751889.2311728,-94.96,-1839.06,2348.37,-37.26,62.5,36.54,-57.699999999999996,-1776.56,2384.91,-5110.438000000001,77.81549999999925,2207.7054999999996
1759751889.2321725,-93.76,-1837.86,2349.58,-37.26,62.5,36.54,-56.50000000000001,-1775.36,2386.12,-5109.238000000001,79.01549999999929,2208.9154999999996
1759751889.351624,-92.55,-1840.26,2353.45,-38.46,63.71,36.54,-54.089999999999996,-1776.55,2389.99,-5106.828000000001,77.82549999999924,2212.7854999999995
1759751889.4112394,-91.35,-1836.66,2349.82,-37.26,63.71,37.99,-54.089999999999996,-1772.95,2387.81,-5106.828000000001,81.42549999999915,2210.6054999999997
1759751889.47137,-90.15,-1834.25,2345.46,-37.26,63.71,38.48,-52.89000000000001,-1770.54,2383.94,-5105.6280000000015,83.83549999999923,2206.7355
1759751889.5309713,-87.75,-1834.25,2342.56,-38.46,62.5,37.03,-49.29,-1771.75,2379.59,-5102.028000000001,82.62549999999919,2202.3855
1759751889.6508062,-87.75,-1834.25,2350.79,-37.26,62.5,37.75,-50.49,-1771.75,2388.54,-5103.228000000001,82.62549999999919,2211.3354999999997
1759751889.7116642,-85.34,-1834.25,2341.35,-38.46,62.5,37.27,-46.88,-1771.75,2378.62,-5099.618000000001,82.62549999999919,2201.4154999999996
1759751889.771053,-85.34,-1834.25,2347.88,-37.26,62.5,36.54,-48.080000000000005,-1771.75,2384.42,-5100.818000000001,82.62549999999919,2207.2155
1759751889.8320844,-84.14,-1833.05,2346.43,-37.26,63.71,36.78,-46.88,-1769.34,2383.21,-5099.618000000001,85.03549999999927,2206.0054999999998
1759751889.9519567,-81.74,-1831.85,2352.24,-38.46,62.5,37.75,-43.279999999999994,-1769.35,2389.99,-5096.018000000001,85.02549999999928,2212.7854999999995
1759751890.01099,-81.74,-1831.85,2351.51,-37.26,62.5,36.3,-44.48,-1769.35,2387.8100000000004,-5097.218000000001,85.02549999999928,2210.6055
1759751890.0712059,-80.53,-1830.65,2344.01,-37.26,63.71,36.3,-43.27,-1766.94,2380.3100000000004,-5096.008000000002,87.43549999999914,2203.1055
1759751890.1914427,-79.33,-1830.65,2350.3,-38.46,62.5,36.3,-40.87,-1768.15,2386.6000000000004,-5093.608000000001,86.2254999999991,2209.3955
1759751890.251786,-76.93,-1829.44,2348.85,-37.26,61.3,37.99,-39.67000000000001,-1768.14,2386.8399999999997,-5092.408000000001,86.23549999999909,2209.6354999999994
1759751890.3109734,-75.73,-1828.24,2345.95,-36.06,63.71,38.24,-39.67,-1764.53,2384.1899999999996,-5092.408000000001,89.84549999999922,2206.9854999999993
1759751890.3716443,-75.73,-1828.24,2346.19,-38.46,62.5,36.78,-37.27,-1765.74,2382.9700000000003,-5090.008000000002,88.63549999999918,2205.7655
1759751890.4906123,-74.52,-1825.84,2344.74,-37.26,62.5,38.48,-37.26,-1763.34,2383.22,-5089.998000000001,91.03549999999927,2206.0154999999995
1759751890.551184,-73.32,-1825.84,2344.98,-37.26,62.5,37.51,-36.059999999999995,-1763.34,2382.4900000000002,-5088.798000000002,91.03549999999927,2205.2855
1759751890.6118636,-70.92,-1825.84,2345.46,-37.26,62.5,38.96,-33.660000000000004,-1763.34,2384.42,-5086.398000000001,91.03549999999927,2207.2155
1759751890.731173,-70.92,-1825.84,2346.19,-37.26,62.5,37.75,-33.660000000000004,-1763.34,2383.94,-5086.398000000001,91.03549999999927,2206.7355
1759751890.8510554,-68.51,-1823.43,2344.01,-37.26,62.5,38.24,-31.250000000000007,-1760.93,2382.25,-5083.988000000001,93.44549999999913,2205.0454999999997
1759751890.8530586,-67.31,-1823.43,2347.16,-37.26,61.3,36.54,-30.050000000000004,-1762.13,2383.7,-5082.788000000001,92.24549999999908,2206.4954999999995
1759751890.9114506,400.27,-1824.64,2319.09,-37.26,62.5,37.51,437.53,-1762.14,2356.6000000000004,-4615.208000000001,92.23549999999909,2179.3955
1759751891.031722,985.64,-1831.85,2276.01,-37.26,62.5,38.96,1022.9,-1769.35,2314.9700000000003,-4029.838000000001,85.02549999999928,2137.7655
1759751891.092087,1127.48,-1906.37,2224.95,-37.26,61.3,36.3,1164.74,-1845.07,2261.25,-3887.9980000000014,9.305499999999256,2084.0454999999997
1759751891.1518874,686.34,-1903.97,2344.01,-37.26,63.71,37.51,723.6,-1840.26,2381.5200000000004,-4329.138000000001,14.115499999999201,2204.3155
1759751891.2714868,608.21,-1881.13,2359.5,-36.06,63.71,35.82,644.27,-1817.42,2395.32,-4408.468000000001,36.95549999999912,2218.1155
1759751891.3314102,599.8,-1866.71,2369.66,-37.26,63.71,37.99,637.06,-1803.0,2407.6499999999996,-4415.678000000002,51.37549999999919,2230.4454999999994
1759751891.3916373,590.18,-1858.29,2378.13,-38.46,62.5,37.27,628.64,-1795.79,2415.4,-4424.098000000001,58.58549999999923,2238.1955
1759751891.4518635,581.77,-1851.08,2384.18,-37.26,63.71,35.82,619.03,-1787.37,2420.0,-4433.708000000001,67.0054999999993,2242.7954999999997
1759751891.5709853,573.35,-1846.27,2384.67,-37.26,62.5,38.24,610.61,-1783.77,2422.91,-4442.1280000000015,70.60549999999921,2245.7054999999996
1759751891.6311364,563.74,-1843.87,2385.15,-38.46,62.5,36.3,602.2,-1781.37,2421.4500000000003,-4450.538000000001,73.0054999999993,2244.2455
1759751891.6912823,555.32,-1839.06,2388.78,-37.26,62.5,37.27,592.58,-1776.56,2426.05,-4460.158000000001,77.81549999999925,2248.8455
1759751891.8112867,549.31,-1837.86,2388.3,-36.06,62.5,38.48,585.3699999999999,-1775.36,2426.78,-4467.368000000001,79.01549999999929,2249.5755
1759751891.871729,543.3,-1834.25,2387.57,-37.26,61.3,37.03,580.56,-1772.95,2424.6000000000004,-4472.178000000002,81.42549999999915,2247.3955
1759751891.9314442,537.29,-1830.65,2389.75,-37.26,61.3,37.03,574.55,-1769.3500000000001,2426.78,-4478.188000000001,85.02549999999906,2249.5755
1759751891.9917426,531.28,-1830.65,2386.85,-37.26,61.3,39.2,568.54,-1769.3500000000001,2426.0499999999997,-4484.198000000001,85.02549999999906,2248.8454999999994
1759751892.111546,525.27,-1828.24,2385.39,-36.06,62.5,36.54,561.3299999999999,-1765.74,2421.93,-4491.408000000001,88.63549999999918,2244.7254999999996
1759751892.1721745,519.26,-1827.04,2379.34,-36.06,61.3,39.45,555.3199999999999,-1765.74,2418.79,-4497.4180000000015,88.63549999999918,2241.5854999999997
1759751892.2904835,515.66,-1825.84,2389.75,-36.06,62.5,37.03,551.72,-1763.34,2426.78,-4501.018000000001,91.03549999999927,2249.5755
1759751892.3513913,510.85,-1824.64,2385.88,-36.06,62.5,38.24,546.9100000000001,-1762.14,2424.12,-4505.828000000001,92.23549999999909,2246.9154999999996
1759751892.4119065,508.45,-1822.23,2386.12,-37.26,62.5,38.96,545.71,-1759.73,2425.08,-4507.028000000001,94.64549999999917,2247.8754999999996
1759751892.4715333,503.64,-1821.03,2387.33,-37.26,62.5,37.51,540.9,-1758.53,2424.84,-4511.838000000002,95.84549999999922,2247.6355
1759751892.5907602,501.23,-1819.83,2382.97,-37.26,62.5,39.69,538.49,-1757.33,2422.66,-4514.248000000001,97.04549999999927,2245.4554999999996
1759751892.6513436,496.43,-1818.63,2382.73,-36.06,61.3,38.48,532.49,-1757.3300000000002,2421.21,-4520.248000000001,97.04549999999904,2244.0054999999998
1759751892.7710104,494.02,-1816.22,2382.25,-37.26,62.5,36.78,531.28,-1753.72,2419.03,-4521.458000000001,100.65549999999917,2241.8255
1759751892.7730107,491.62,-1817.42,2383.22,-37.26,61.3,38.48,528.88,-1756.1200000000001,2421.7,-4523.858000000001,98.25549999999907,2244.4954999999995
1759751892.8919349,489.21,-1817.42,2384.67,-37.26,62.5,38.72,526.47,-1754.92,2423.39,-4526.268000000001,99.45549999999912,2246.1854999999996
1759751892.9506283,486.81,-1815.02,2384.67,-37.26,62.5,37.03,524.07,-1752.52,2421.7000000000003,-4528.6680000000015,101.85549999999921,2244.4955
1759751893.0106344,484.41,-1812.62,2381.04,-36.06,62.5,37.99,520.47,-1750.12,2419.0299999999997,-4532.268000000001,104.2554999999993,2241.8254999999995
1759751893.1313145,482.0,-1811.41,2382.25,-36.06,63.71,38.48,518.06,-1747.7,2420.73,-4534.678000000002,106.67549999999915,2243.5254999999997
1759751893.1906517,479.6,-1812.62,2381.28,-38.46,61.3,36.54,518.0600000000001,-1751.32,2417.82,-4534.678000000001,103.05549999999926,2240.6155
1759751893.3101192,478.4,-1811.41,2380.8,-37.26,63.71,38.96,515.66,-1747.7,2419.76,-4537.078000000001,106.67549999999915,2242.5555
1759751893.3111215,474.79,-1810.21,2380.8,-36.06,62.5,38.48,510.85,-1747.71,2419.28,-4541.888000000001,106.66549999999916,2242.0755
1759751893.4309893,473.59,-1809.01,2375.96,-37.26,62.5,38.48,510.84999999999997,-1746.51,2414.44,-4541.888000000001,107.8654999999992,2237.2355
1759751893.4914496,472.39,-1807.81,2376.92,-37.26,62.5,37.51,509.65,-1745.31,2414.4300000000003,-4543.088000000002,109.06549999999925,2237.2255
1759751893.5519187,471.18,-1807.81,2378.62,-37.26,63.71,38.72,508.44,-1744.1,2417.3399999999997,-4544.298000000002,110.27549999999928,2240.1354999999994
1759751893.611916,467.58,-1805.4,2377.65,-37.26,62.5,36.78,504.84,-1742.9,2414.4300000000003,-4547.898000000001,111.4754999999991,2237.2255
1759751893.7309837,467.58,-1805.4,2378.13,-37.26,62.5,38.24,504.84,-1742.9,2416.37,-4547.898000000001,111.4754999999991,2239.1654999999996
1759751893.791406,465.17,-1804.2,2374.5,-36.06,62.5,37.03,501.23,-1741.7,2411.53,-4551.508000000002,112.67549999999915,2234.3255
1759751893.851471,463.97,-1804.2,2378.13,-37.26,62.5,37.99,501.23,-1741.7,2416.12,-4551.508000000002,112.67549999999915,2238.9154999999996
1759751893.9107206,463.97,-1803.0,2375.71,-38.46,62.5,38.72,502.43,-1740.5,2414.43,-4550.308000000001,113.87549999999919,2237.2254999999996
1759751894.0317132,460.37,-1801.8,2370.87,-37.26,62.5,36.54,497.63,-1739.3,2407.41,-4555.108000000001,115.07549999999924,2230.2054999999996
1759751894.0916145,459.16,-1801.8,2374.26,-37.26,61.3,37.99,496.42,-1740.5,2412.25,-4556.318000000001,113.87549999999919,2235.0454999999997
1759751894.1517959,457.96,-1799.39,2374.99,-37.26,62.5,36.78,495.21999999999997,-1736.89,2411.77,-4557.518000000001,117.48549999999909,2234.5654999999997
1759751894.3311284,457.96,-1800.6,2374.02,-37.26,61.3,37.99,495.21999999999997,-1739.3,2412.0099999999998,-4557.518000000001,115.07549999999924,2234.8054999999995
1759751894.3321264,456.76,-1799.39,2378.13,-38.46,61.3,37.27,495.21999999999997,-1738.0900000000001,2415.4,-4557.518000000001,116.28549999999905,2238.1955
1759751894.3913186,455.56,-1799.39,2373.29,-37.26,62.5,36.06,492.82,-1736.89,2409.35,-4559.9180000000015,117.48549999999909,2232.1454999999996
1759751894.4519188,453.15,-1799.39,2373.29,-38.46,62.5,39.69,491.60999999999996,-1736.89,2412.98,-4561.1280000000015,117.48549999999909,2235.7754999999997
1759751894.5719426,453.15,-1798.19,2372.08,-38.46,62.5,37.75,491.60999999999996,-1735.69,2409.83,-4561.1280000000015,118.68549999999914,2232.6254999999996
1759751894.6312292,451.95,-1798.19,2374.5,-37.26,62.5,35.82,489.21,-1735.69,2410.32,-4563.528000000001,118.68549999999914,2233.1155
1759751894.749962,450.75,-1796.99,2370.15,-37.26,62.5,39.69,488.01,-1734.49,2409.84,-4564.728000000001,119.88549999999918,2232.6355
1759751894.8116112,450.75,-1796.99,2369.42,-37.26,62.5,37.03,488.01,-1734.49,2406.4500000000003,-4564.728000000001,119.88549999999918,2229.2455
1759751894.8716676,449.55,-1795.79,2368.7,-38.46,63.71,37.03,488.01,-1732.08,2405.73,-4564.728000000001,122.29549999999927,2228.5254999999997
1759751894.9318657,448.35,-1795.79,2367.97,-36.06,62.5,38.24,484.41,-1733.29,2406.2099999999996,-4568.328000000001,121.08549999999923,2229.0054999999993
1759751895.050655,448.35,-1794.59,2371.12,-36.06,63.71,37.03,484.41,-1730.8799999999999,2408.15,-4568.328000000001,123.49549999999931,2230.9455
1759751895.1118095,445.94,-1793.38,2370.63,-37.26,62.5,37.51,483.2,-1730.88,2408.1400000000003,-4569.538000000001,123.49549999999908,2230.9355
1759751895.1717346,447.14,-1793.38,2366.03,-37.26,61.3,37.75,484.4,-1732.0800000000002,2403.78,-4568.338000000002,122.29549999999904,2226.5755
1759751895.2305217,444.74,-1792.18,2362.16,-38.46,62.5,36.3,483.2,-1729.68,2398.46,-4569.538000000001,124.69549999999913,2221.2554999999998
1759751895.3519285,444.74,-1792.18,2367.24,-37.26,62.5,37.99,482.0,-1729.68,2405.2299999999996,-4570.738000000001,124.69549999999913,2228.0254999999993
1759751895.41128,444.74,-1790.98,2365.31,-37.26,63.71,38.24,482.0,-1727.27,2403.5499999999997,-4570.738000000001,127.10549999999921,2226.3454999999994
1759751895.4714031,443.54,-1790.98,2369.18,-37.26,62.5,37.99,480.8,-1728.48,2407.1699999999996,-4571.938000000001,125.89549999999917,2229.9654999999993
1759751895.5312939,442.34,-1790.98,2370.87,-37.26,62.5,37.75,479.59999999999997,-1728.48,2408.62,-4573.138000000001,125.89549999999917,2231.4154999999996
1759751895.651216,441.13,-1789.78,2367.0,-37.26,62.5,36.06,478.39,-1727.28,2403.06,-4574.348000000001,127.09549999999922,2225.8554999999997
1759751895.7112958,442.34,-1788.58,2362.16,-37.26,62.5,37.75,479.59999999999997,-1726.08,2399.91,-4573.138000000001,128.29549999999927,2222.7054999999996
1759751895.7719204,439.93,-1788.58,2361.19,-37.26,62.5,38.24,477.19,-1726.08,2399.43,-4575.548000000002,128.29549999999927,2222.2254999999996
1759751895.8919704,439.93,-1789.78,2360.95,-37.26,63.71,37.51,477.19,-1726.07,2398.46,-4575.548000000002,128.30549999999926,2221.2554999999998
1759751895.9515562,439.93,-1788.58,2364.1,-37.26,63.71,37.27,477.19,-1724.87,2401.37,-4575.548000000002,129.5054999999993,2224.1654999999996
1759751896.0132053,438.73,-1787.37,2360.23,-37.26,62.5,39.2,475.99,-1724.87,2399.43,-4576.748000000001,129.5054999999993,2222.2254999999996
1759751896.0719657,437.53,-1786.17,2365.79,-38.46,62.5,37.27,475.98999999999995,-1723.67,2403.06,-4576.748000000001,130.70549999999912,2225.8554999999997
1759751896.1906002,435.12,-1786.17,2359.74,-37.26,62.5,36.3,472.38,-1723.67,2396.04,-4580.358000000001,130.70549999999912,2218.8354999999997
1759751896.2527092,411.08,-1793.38,2349.09,-38.46,62.5,36.78,449.53999999999996,-1730.88,2385.8700000000003,-4603.198000000001,123.49549999999908,2208.6655
1759751896.311873,400.27,-1792.18,2348.13,-36.06,62.5,38.48,436.33,-1729.68,2386.61,-4616.408000000001,124.69549999999913,2209.4055
1759751896.4317048,378.63,-1784.97,2354.18,-37.26,62.5,38.72,415.89,-1722.47,2392.8999999999996,-4636.848000000001,131.90549999999917,2215.6954999999994
1759751896.5518136,250.02,-1805.4,2305.53,-37.26,62.5,41.38,287.28000000000003,-1742.9,2346.9100000000003,-4765.458000000001,111.4754999999991,2169.7055
1759751896.5523956,173.09,-1830.65,2273.11,-36.06,63.71,38.24,209.15,-1766.94,2311.35,-4843.588000000002,87.43549999999914,2134.1454999999996
1759751896.611142,169.48,-1787.37,2328.28,-37.26,62.5,37.27,206.73999999999998,-1724.87,2365.55,-4845.998000000001,129.5054999999993,2188.3455
1759751896.7311995,-108.18,-1763.33,2276.74,-36.06,62.5,38.72,-72.12,-1700.83,2315.4599999999996,-5124.858000000001,153.54549999999927,2138.2554999999993
1759751896.791443,-319.73,-1736.89,2284.48,-37.26,61.3,38.48,-282.47,-1675.5900000000001,2322.96,-5335.208000000001,178.78549999999905,2145.7554999999998
1759751896.8509297,-179.1,-1674.39,2368.21,-37.26,63.71,37.27,-141.84,-1610.68,2405.48,-5194.578000000001,243.69549999999913,2228.2754999999997
1759751896.970953,-72.12,-1685.2,2371.6,-37.26,63.71,36.3,-34.86000000000001,-1621.49,2407.9,-5087.598000000001,232.88549999999918,2230.6955
1759751897.0314963,-36.06,-1694.82,2365.79,-37.26,62.5,37.03,1.1999999999999957,-1632.32,2402.82,-5051.538000000001,222.05549999999926,2225.6155
1759751897.0906644,-22.84,-1703.23,2360.71,-37.26,62.5,36.78,14.419999999999998,-1640.73,2397.4900000000002,-5038.318000000001,213.64549999999917,2220.2855
1759751897.1509266,-401.47,-1655.15,2347.4,-37.26,62.5,36.06,-364.21000000000004,-1592.65,2383.46,-5416.948000000001,261.7254999999991,2206.2554999999998
1759751897.2714024,-203.14,-1664.77,2357.81,-37.26,62.5,38.24,-165.88,-1602.27,2396.0499999999997,-5218.618000000001,252.1054999999992,2218.8454999999994
1759751897.33108,-350.98,-1768.14,2260.76,-37.26,62.5,38.48,-313.72,-1705.64,2299.2400000000002,-5366.458000000001,148.7354999999991,2122.0355
1759751897.39129,-668.31,-1810.21,2143.15,-38.46,63.71,37.27,-629.8499999999999,-1746.5,2180.42,-5682.588000000002,107.87549999999919,2003.2155
1759751897.5118268,-1037.33,-1861.9,2090.88,-37.26,61.3,37.75,-1000.0699999999999,-1800.6000000000001,2128.63,-6052.808000000001,53.775499999999056,1951.4255
1759751897.5713077,-1563.8,-1827.04,1927.29,-37.26,62.5,37.51,-1526.54,-1764.54,1964.8,-6579.278000000001,89.83549999999923,1787.5955
1759751897.6311011,-1652.75,-1855.89,1869.69,-36.06,62.5,36.54,-1616.69,-1793.39,1906.23,-6669.428000000002,60.98549999999909,1729.0255
1759751897.6906705,-1421.97,-1806.61,2011.5,-38.46,62.5,37.03,-1383.51,-1744.11,2048.53,-6436.248000000001,110.26549999999929,1871.3255000000001
1759751897.8106704,-1787.37,-1828.24,1705.62,-37.26,62.5,37.03,-1750.11,-1765.74,1742.6499999999999,-6802.848000000001,88.63549999999918,1565.4454999999998
1759751897.8708813,-3104.77,-1935.22,922.75,-37.26,62.5,34.85,-3067.5099999999998,-1872.72,957.6,-8120.248000000001,-18.344500000000835,780.3955
1759751897.9310513,-3750.24,-1752.52,431.73,-37.26,62.5,38.24,-3712.9799999999996,-1690.02,469.97,-8765.718,164.3554999999992,292.7655
1759751898.0515525,-3608.4,-1798.19,774.16,-37.26,62.5,37.99,-3571.14,-1735.69,812.15,-8623.878,118.68549999999914,634.9454999999999
1759751898.1117778,-3347.57,-1795.79,952.27,-37.26,62.5,36.06,-3310.31,-1733.29,988.3299999999999,-8363.048,121.08549999999923,811.1254999999999
1759751898.172548,-3209.34,-1794.59,1055.6,-37.26,62.5,37.51,-3172.08,-1732.09,1093.11,-8224.818000000001,122.28549999999927,915.9054999999998
1759751898.231586,-3116.79,-1793.38,1125.54,-37.26,62.5,37.75,-3079.5299999999997,-1730.88,1163.29,-8132.268000000001,123.49549999999908,986.0854999999999
1759751898.3510551,-3045.87,-1790.98,1179.27,-37.26,63.71,37.75,-3008.6099999999997,-1727.27,1217.02,-8061.348000000001,127.10549999999921,1039.8155
1759751898.4106212,-2992.98,-1788.58,1216.53,-37.26,62.5,37.99,-2955.72,-1726.08,1254.52,-8008.4580000000005,128.29549999999927,1077.3155
1759751898.5307562,-2947.3,-1784.97,1248.48,-37.26,62.5,37.75,-2910.04,-1722.47,1286.23,-7962.778000000001,131.90549999999917,1109.0255
1759751898.5332665,-2906.44,-1782.57,1275.34,-37.26,62.5,37.99,-2869.18,-1720.07,1313.33,-7921.9180000000015,134.30549999999926,1136.1254999999999
1759751898.6508842,-2873.98,-1780.16,1299.54,-37.26,62.5,39.45,-2836.72,-1717.66,1338.99,-7889.4580000000005,136.7154999999991,1161.7855
1759751898.7111862,-2843.93,-1777.76,1317.69,-38.46,62.5,36.54,-2805.47,-1715.26,1354.23,-7858.2080000000005,139.1154999999992,1177.0255
1759751898.7717793,-2815.08,-1774.15,1338.26,-37.26,62.5,37.75,-2777.8199999999997,-1711.65,1376.01,-7830.558000000001,142.7254999999991,1198.8055
1759751898.8912284,-2792.25,-1772.95,1354.23,-36.06,62.5,36.3,-2756.19,-1710.45,1390.53,-7808.928000000002,143.92549999999915,1213.3255
1759751898.9514582,-2769.41,-1770.55,1370.2,-37.26,62.5,38.24,-2732.1499999999996,-1708.05,1408.44,-7784.888000000001,146.32549999999924,1231.2355
1759751899.011662,-2748.97,-1769.34,1378.67,-36.06,61.3,37.03,-2712.91,-1708.04,1415.7,-7765.648000000001,146.33549999999923,1238.4955
1759751899.0710557,-2732.15,-1766.94,1396.1,-36.06,61.3,37.03,-2696.09,-1705.64,1433.1299999999999,-7748.828000000001,148.7354999999991,1255.9254999999998
1759751899.1919904,-2712.91,-1765.74,1411.34,-36.06,61.3,37.75,-2676.85,-1704.44,1449.09,-7729.588000000002,149.93549999999914,1271.8854999999999
1759751899.2503877,-2696.09,-1762.13,1417.64,-36.06,62.5,39.45,-2660.03,-1699.63,1457.0900000000001,-7712.768000000002,154.74549999999908,1279.8855
1759751899.311186,-2681.66,-1763.33,1429.01,-37.26,61.3,38.24,-2644.3999999999996,-1702.03,1467.25,-7697.138000000001,152.34549999999922,1290.0455
1759751899.4311342,-2667.24,-1760.93,1436.51,-37.26,62.5,37.99,-2629.9799999999996,-1698.43,1474.5,-7682.718000000001,155.94549999999913,1297.2955
1759751899.491188,-2652.81,-1758.53,1447.89,-36.06,61.3,36.78,-2616.75,-1697.23,1484.67,-7669.488000000001,157.14549999999917,1307.4655
1759751899.551221,-2640.79,-1757.32,1459.26,-37.26,61.3,36.3,-2603.5299999999997,-1696.02,1495.56,-7656.268000000001,158.3554999999992,1318.3555
1759751899.611447,-2628.77,-1756.12,1467.0,-37.26,62.5,37.27,-2591.5099999999998,-1693.62,1504.27,-7644.248000000001,160.7554999999993,1327.0655
1759751899.731128,-2616.75,-1754.92,1472.33,-37.26,63.71,36.3,-2579.49,-1691.21,1508.6299999999999,-7632.228000000001,163.16549999999916,1331.4254999999998
1759751899.7915258,-2605.94,-1754.92,1489.27,-37.26,62.5,36.78,-2568.68,-1692.42,1526.05,-7621.4180000000015,161.95549999999912,1348.8455
1759751899.8510776,-1722.47,-1546.97,2210.43,-38.46,62.5,36.3,-1684.01,-1484.47,2246.73,-6736.748000000001,369.90549999999917,2069.5254999999997
1759751899.971308,-1049.35,-1533.75,2325.86,-36.06,62.5,37.75,-1013.29,-1471.25,2363.61,-6066.028000000001,383.1254999999992,2186.4055
1759751900.032339,-995.26,-1572.22,2345.22,-36.06,63.71,37.27,-959.2,-1508.51,2382.49,-6011.938000000001,345.8654999999992,2205.2854999999995
1759751900.0913546,-1210.41,-1579.43,2267.06,-37.26,63.71,35.82,-1173.15,-1515.72,2302.88,-6225.888000000001,338.65549999999917,2125.6755
1759751900.1511812,-1294.55,-1584.24,2238.5,-37.26,62.5,37.51,-1257.29,-1521.74,2276.01,-6310.028000000001,332.6354999999992,2098.8055
